ID Number,Broadcast Date,Name,Education,Gender,Age,Stop Round,Amount Won,ROUND,Deal / No Deal,Bank Offer,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.05,0.10,0.50,1.00,2.50,5.00,7.50,10,25,50,75,100,200,300,400,500,"1,000","2,500","5,000"
EXP2.001,-,-,-,-,-,6,113.00,1,ND,29.00,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
EXP2.001,-,-,-,-,-,6,113.00,2,ND,47.00,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0
EXP2.001,-,-,-,-,-,6,113.00,3,ND,99.00,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
EXP2.001,-,-,-,-,-,6,113.00,4,ND,349.00,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0
EXP2.001,-,-,-,-,-,6,113.00,5,ND,163.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0
EXP2.001,-,-,-,-,-,6,113.00,6,D,113.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
EXP2.002,-,-,-,-,-,4,151.00,1,ND,38.00,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
EXP2.002,-,-,-,-,-,4,151.00,2,ND,118.50,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1
EXP2.002,-,-,-,-,-,4,151.00,3,ND,177.00,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0
EXP2.002,-,-,-,-,-,4,151.00,4,D,151.00,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
EXP2.003,-,-,-,-,-,9,275.00,1,ND,28.50,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
EXP2.003,-,-,-,-,-,9,275.00,2,ND,88.00,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1
EXP2.003,-,-,-,-,-,9,275.00,3,ND,173.00,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1
EXP2.003,-,-,-,-,-,9,275.00,4,ND,70.00,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
EXP2.003,-,-,-,-,-,9,275.00,5,ND,120.00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
EXP2.003,-,-,-,-,-,9,275.00,6,ND,140.00,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
EXP2.003,-,-,-,-,-,9,275.00,7,ND,191.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
EXP2.003,-,-,-,-,-,9,275.00,8,ND,175.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
EXP2.003,-,-,-,-,-,9,275.00,9,D,275.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
EXP2.004,-,-,-,-,-,3,212.00,1,ND,32.00,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
EXP2.004,-,-,-,-,-,3,212.00,2,ND,141.00,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1
EXP2.004,-,-,-,-,-,3,212.00,3,D,212.00,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
EXP2.005,-,-,-,-,-,3,244.00,1,ND,33.00,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
EXP2.005,-,-,-,-,-,3,244.00,2,ND,70.00,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1
EXP2.005,-,-,-,-,-,3,244.00,3,D,244.00,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
EXP2.006,-,-,-,-,-,9,105.00,1,ND,19.00,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
EXP2.006,-,-,-,-,-,9,105.00,2,ND,59.00,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0
EXP2.006,-,-,-,-,-,9,105.00,3,ND,89.00,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
EXP2.006,-,-,-,-,-,9,105.00,4,ND,115.00,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
EXP2.006,-,-,-,-,-,9,105.00,5,ND,202.00,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
EXP2.006,-,-,-,-,-,9,105.00,6,ND,54.50,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
EXP2.006,-,-,-,-,-,9,105.00,7,ND,71.00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
EXP2.006,-,-,-,-,-,9,105.00,8,ND,100.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
EXP2.006,-,-,-,-,-,9,105.00,9,D,105.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EXP2.007,-,-,-,-,-,7,535.00,1,ND,19.00,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0
EXP2.007,-,-,-,-,-,7,535.00,2,ND,34.50,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0
EXP2.007,-,-,-,-,-,7,535.00,3,ND,61.00,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
EXP2.007,-,-,-,-,-,7,535.00,4,ND,107.00,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
EXP2.007,-,-,-,-,-,7,535.00,5,ND,225.00,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EXP2.007,-,-,-,-,-,7,535.00,6,ND,350.00,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EXP2.007,-,-,-,-,-,7,535.00,7,D,535.00,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
